Date,Shootings,Murders
1/29/2021,1,1
1/30/2021,2,0
1/31/2021,6,1
2/1/2021,7,0
2/2/2021,2,1
2/3/2021,2,1
2/4/2021,1,0
2/6/2021,7,4
2/7/2021,3,3
2/8/2021,2,0
2/9/2021,1,0
2/10/2021,1,0
2/12/2021,5,1
2/13/2021,1,0
2/14/2021,3,0
2/15/2021,5,0
2/16/2021,11,2
2/17/2021,1,0
2/18/2021,3,0
2/20/2021,2,1
2/21/2021,3,0
2/22/2021,3,1
2/23/2021,4,0
2/24/2021,4,0
2/25/2021,2,0
2/26/2021,6,2
2/27/2021,7,0
2/28/2021,3,0
3/1/2021,1,0
3/2/2021,5,0
3/3/2021,1,0
3/4/2021,7,1
3/5/2021,2,2
3/6/2021,1,0
3/7/2021,13,5
3/8/2021,3,1
3/9/2021,4,3
3/10/2021,6,1
3/11/2021,5,2
3/12/2021,5,2
3/13/2021,12,3
3/14/2021,9,0
3/15/2021,7,1
3/16/2021,1,0
3/17/2021,4,4
3/18/2021,1,0
3/19/2021,3,0
3/20/2021,2,0
3/21/2021,4,1
3/22/2021,1,0
3/23/2021,1,1
3/24/2021,3,0
3/25/2021,4,0
3/26/2021,3,1
3/27/2021,8,2
3/28/2021,5,0
3/29/2021,1,1
3/30/2021,8,1
4/1/2021,2,1
4/2/2021,3,1
4/3/2021,6,2
4/4/2021,11,2
4/5/2021,12,5
4/6/2021,9,1
4/7/2021,5,3
4/8/2021,7,0
4/9/2021,4,0
4/10/2021,2,0
4/11/2021,3,1
4/12/2021,3,1
4/13/2021,3,0
4/14/2021,3,2
4/15/2021,6,1
4/16/2021,5,0
4/17/2021,4,0
4/18/2021,6,1
4/19/2021,4,0
4/20/2021,3,1
4/21/2021,12,4
4/22/2021,1,0
4/23/2021,9,2
4/24/2021,16,2
4/25/2021,9,2
4/26/2021,4,1
4/27/2021,7,2
4/28/2021,7,2
4/29/2021,10,2
4/30/2021,5,0
5/1/2021,5,0
5/2/2021,11,1
5/3/2021,2,0
5/4/2021,4,0
5/5/2021,4,1
5/6/2021,16,6
5/7/2021,5,0
5/8/2021,9,2
5/9/2021,5,2
5/10/2021,6,5
5/11/2021,6,0
5/12/2021,13,4
5/13/2021,6,0
5/14/2021,5,1
5/15/2021,17,5
5/16/2021,3,1
5/17/2021,7,2
5/18/2021,7,2
5/19/2021,9,1
5/20/2021,5,0
5/21/2021,4,1
5/22/2021,10,0
5/23/2021,9,0
5/24/2021,4,0
5/25/2021,9,3
5/26/2021,6,0
5/27/2021,8,0
5/28/2021,6,2
5/29/2021,1,1
5/30/2021,5,3
5/31/2021,20,2
6/1/2021,2,0
6/2/2021,4,1
6/3/2021,8,1
6/4/2021,3,0
6/5/2021,10,2
6/6/2021,10,5
6/7/2021,6,3
6/8/2021,4,1
6/9/2021,1,0
6/10/2021,2,1
6/11/2021,11,4
6/12/2021,7,3
6/13/2021,5,0
6/14/2021,9,1
6/15/2021,4,0
6/16/2021,17,6
6/17/2021,3,0
6/18/2021,4,0
6/19/2021,13,1
6/20/2021,9,0
6/21/2021,10,2
6/22/2021,9,2
6/23/2021,3,1
6/24/2021,3,0
6/25/2021,7,1
6/26/2021,3,0
6/27/2021,8,1
6/28/2021,7,1
6/29/2021,9,0
6/30/2021,8,0
7/1/2021,7,0
7/2/2021,13,2
7/3/2021,5,0
7/4/2021,15,4
7/5/2021,9,0
7/6/2021,5,0
7/7/2021,5,2
7/8/2021,6,0
7/9/2021,5,0
7/10/2021,2,0
7/11/2021,15,6
7/12/2021,7,0
7/13/2021,5,0
7/14/2021,6,1
7/15/2021,8,1
7/16/2021,6,2
7/17/2021,6,0
7/18/2021,7,2
7/19/2021,6,0
7/20/2021,5,0
7/21/2021,4,0
7/22/2021,6,5
7/23/2021,4,0
7/24/2021,4,2
7/25/2021,2,1
7/26/2021,9,1
7/27/2021,2,0
7/28/2021,2,0
7/29/2021,4,0
7/30/2021,8,1
7/31/2021,16,1
8/1/2021,6,2
8/2/2021,5,0
8/3/2021,4,2
8/4/2021,8,1
8/5/2021,10,0
8/6/2021,5,1
8/7/2021,16,6
8/8/2021,7,2
8/9/2021,5,0
8/10/2021,3,0
8/11/2021,5,1
8/12/2021,8,1
8/13/2021,17,4
8/14/2021,13,4
8/15/2021,6,1
8/16/2021,9,2
8/17/2021,11,4
8/18/2021,5,3
8/19/2021,15,5
8/20/2021,1,0
8/21/2021,7,0
8/22/2021,3,0
8/23/2021,5,2
8/24/2021,1,0
8/25/2021,8,0
8/26/2021,2,2
8/27/2021,7,2
8/28/2021,7,2
8/29/2021,10,2
8/30/2021,8,1
8/31/2021,11,3
9/1/2021,4,2
9/2/2021,6,0
9/3/2021,10,3
9/4/2021,15,6
9/5/2021,13,2
9/6/2021,7,1
9/7/2021,7,1
9/8/2021,7,0
9/10/2021,7,2
9/11/2021,5,2
9/12/2021,5,3
9/13/2021,6,1
9/14/2021,3,0
9/15/2021,4,1
9/16/2021,4,2
9/17/2021,3,0
9/18/2021,16,4
9/19/2021,4,1
9/20/2021,9,3
9/21/2021,3,0
9/22/2021,5,0
9/23/2021,5,1
9/24/2021,6,2
9/25/2021,4,0
9/26/2021,6,2
9/27/2021,6,0
9/28/2021,8,3
9/29/2021,11,6
9/30/2021,3,1
10/1/2021,7,1
10/2/2021,8,1
10/3/2021,9,3
10/4/2021,6,1
10/5/2021,1,0
10/6/2021,4,1
10/7/2021,4,2
10/8/2021,1,0
10/9/2021,8,1
10/10/2021,5,1
10/11/2021,2,0
10/12/2021,2,1
10/13/2021,6,1
10/14/2021,10,1
10/15/2021,10,3
10/16/2021,4,0
10/17/2021,5,1
10/18/2021,3,0
10/19/2021,5,1
10/20/2021,2,0
10/21/2021,5,0
10/22/2021,7,1
10/23/2021,4,1
10/24/2021,5,3
10/25/2021,4,0
10/26/2021,1,1
10/27/2021,2,1
10/28/2021,8,1
10/30/2021,4,1
10/31/2021,17,7
11/1/2021,2,0
11/2/2021,3,1
11/3/2021,4,0
11/4/2021,1,0
11/5/2021,7,2
11/6/2021,5,1
11/7/2021,1,0
11/8/2021,8,0
11/9/2021,6,0
11/10/2021,5,0
11/11/2021,10,1
11/12/2021,3,0
11/13/2021,12,3
11/14/2021,3,1
11/15/2021,4,0
11/16/2021,11,0
11/17/2021,11,5
11/18/2021,8,0
11/19/2021,4,1
11/20/2021,1,1
11/21/2021,9,1
11/22/2021,6,0
11/23/2021,3,0
11/24/2021,3,0
11/25/2021,3,1
11/26/2021,5,1
11/27/2021,6,1
11/28/2021,3,0
11/29/2021,2,0
11/30/2021,2,0
12/1/2021,7,1
12/2/2021,5,2
12/3/2021,13,3
12/4/2021,6,1
12/5/2021,6,3
12/6/2021,5,1
12/7/2021,2,1
12/9/2021,5,2
12/10/2021,4,0
12/11/2021,9,4
12/12/2021,8,2
12/13/2021,1,1
12/14/2021,3,2
12/15/2021,2,1
12/16/2021,6,2
12/17/2021,14,6
12/18/2021,8,1
12/19/2021,3,0
12/20/2021,3,1
12/21/2021,3,0
12/22/2021,5,2
12/23/2021,7,3
12/24/2021,4,0
12/25/2021,1,0
12/26/2021,7,4
12/27/2021,9,3
12/28/2021,1,0
12/29/2021,2,0
12/30/2021,2,0
12/31/2021,5,1
